CL_NM,PARTN_CO,TOUR_PD,ALL_KWRD_CN,ALL_KWRD_CO,ALL_CNTNTS_CN,ALL_CNTNTS_CO,PLAN_YM,TOUR_BEGIN_YM,조사기간
아이,4,4,"아이,휴식과 치유 여행,휴식",3,,0,202305,202307,202303
아이,4,3,"아이,휴식과 치유 여행,가족여행",3,,0,202305,202306,202303
부모,5,3,"부모,휴식과 치유 여행,제주동부여행,구좌읍여행,마을여행",5,"메이즈랜드,서프라이즈테마파크,선녀와나무꾼,우도(해양도립공원),우진해장국,풍림다방 송당점,한화리조트 제주",7,202305,202306,202303
아이,8,3,"가성비여행,무료여행지,배낭여행,아이,휴식과 치유 여행",5,,0,202305,202306,202303
아이,8,3,"아이,휴식과 치유 여행,부모",3,,0,202305,202306,202303
부모,2,4,"부모,휴식과 치유 여행,추억여행",3,"서귀포매일올레시장,섭지코지,성산항,쇠소깍,약천사,여미지식물원,우도잠수함(제주씨월드),일출랜드,정방폭포,제주국제공항(정뜨르비행장),주상절리대(중문대포해안),천제연폭포,휴애리 자연생활공원",13,202305,202305,202303
아이,3,2,"아이,휴식과 치유 여행,제주,여행",4,,0,202305,202306,202303
아이,4,5,"아이,체험관광,문화유적지,테마공원,레저와 체험",5,,0,202305,202306,202303
부모,5,3,"부모,레저와 체험,체험,힐링",4,,0,202305,202305,202303
부모,5,3,"식도락 여행,1,2,2,부모",5,,0,202305,202305,202303
아이,4,8,"아이,휴식과 치유 여행,단합여행,힐링여행",4,"그랑블루 요트투어,노형수퍼마켙,더마파크,만장굴,비자림,새별오름,성산일출봉(UNESCO 세계자연유산),소인국테마파크,아르떼뮤지엄,아쿠아플라넷 제주,오설록티뮤지엄,제주그림카페,제주유리의성,제주항공우주박물관,천지연폭포,협재해수욕장,휴애리 자연생활공원",17,202305,202305,202303
부모,5,3,"부모,휴식과 치유 여행,ㅂㄹ,ㄴㄴㄴ",4,,0,202305,202305,202303
부모,3,3,"부모,휴식과 치유 여행,딸과,할머니와,삼대모녀여행",5,,0,202305,202307,202303
아이,4,5,"아이,제주의 문화유산,체험관광,문화유적지,테마공원",5,,0,202305,202305,202303
친구,10,5,"친구,외국인관광,휴식과 치유 여행",3,"거문오름(UNESCO 세계자연유산),광치기해변,산방산탄산온천,성산일출봉(UNESCO 세계자연유산),용머리해안,우도(해양도립공원),정방폭포,천지연폭포,카멜리아힐",9,202305,202306,202303
혼자,1,4,"혼자,휴식과 치유 여행,힐링",3,,0,202305,202306,202303
부모,3,3,"부모,휴식과 치유 여행,건강,웰니스",4,"WE호텔 웰니스센터,김영갑갤러리 두모악,서귀포치유의숲,세화해변,애월해안도로,월정리해변,제주애월해물한상,제주커피박물관 바움 Baum,환상숲곶자왈 담앙족욕",9,202305,202306,202303
커플,2,5,"커플,휴식과 치유 여행,커플,휴식,치유",5,,0,202305,202309,202303
부모,4,5,"비대면 안심여행,마을투어,제주도여행,부모",4,"객의하우스,금능해수욕장,낙천아홉굿마을 의자공원,다람쥐 식탁,대평포구,명월성지,박수기정,생원전복,순천미향,와이리조트 제주,우연히 행복해지다,월라봉 진지동굴 (안덕면),카페루나,한치앞도모를바다,협재칼치",15,202305,202306,202303
아이,3,3,"아이,휴식과 치유 여행,레져",3,,0,202305,202305,202303
부모,4,5,"부모,식도락 여행,가족여행,효도관광,먹방투어",5,,0,202305,202305,202303
부모,4,5,"부모,식도락 여행,가족여행,효도관광,먹방투어",5,,0,202305,202305,202303
커플,2,5,"커플,천천히 걷기,마을,체험관광",4,"고내리포구,낙천리아홉굿의자마을,문화예술마을 저지리 농어촌체험마을,산방산 용머리해안 지질트레일,애월한담해안산책로,양가형제,월령선인장군락지,저지오름(닥몰오름,새오름),제주국제공항,제주올레 14코스,제주추사관,청수곶자왈,추사 유배길 - 2코스 인연의 길,풋감마을 소길리 농어촌체험마을",15,202305,202305,202303
아이,4,4,"아이,레저와 체험,가족,여행",4,"김경숙해바라기농장,박물관은 살아있다,성산일출봉(UNESCO 세계자연유산),소노캄제주,소인국테마파크,아쿠아플라넷 제주,올래국수,유진팡 열대과일농장,제주공항 고추잠자리 게스트하우스,제주국제공항(정뜨르비행장),제주김녕미로공원,제주베니스랜드,제주오성,주상절리대(중문대포해안),테디베어뮤지엄제주,헬로키티아일랜드",16,202305,202305,202303
아이,1,4,"아이,천천히 걷기,식도락여행",3,,0,202305,202306,202303
커플,2,3,"커플,둘레길,휴식과 치유 여행,제주제대로알기",4,"델문도,델문도로스터스,사려니숲길,사려니숲길화덕피자,산방산탄산온천,삼다수숲길 지질트레일,송악산둘레길,순천미향,우진해장국,제주곶자왈도립공원",10,202305,202305,202303
친구,10,3,"친구,휴식과 치유 여행,체험과레저,식도락여행",4,,0,202305,202306,202303
커플,2,6,"커플,식도락 여행,휴식,관광,추억",5,,0,202305,202306,202303
아이,6,2,"아이,식도락 여행,휴식,체험",4,,0,202305,202305,202303
혼자,1,4,"휴식과 치유 여행,혼자,먹방",3,,0,202305,202306,202303
친구,5,4,"친구,휴식과 치유 여행,애월,한림",4,,0,202305,202306,202303
친구,10,4,"친구,제주의 문화유산,수학여행",3,"9.81 파크,동문재래시장,비자림,사려니숲길,산굼부리,새별오름,섭지코지,성산일출봉(UNESCO 세계자연유산),스누피가든,오설록티뮤지엄,제주4.3평화공원,제주항공우주박물관,조랑말체험공원,주상절리대(중문대포해안),천지연폭포,한라산영실코스,항파두리항몽유적지",17,202305,202305,202303
부모,4,4,"부모,휴식과 치유 여행,효도여행",3,신라스테이 제주,1,202305,202306,202303
부모,4,4,"부모,휴식과 치유 여행,효도여행",3,,0,202305,202306,202303
부모,4,4,"부모,휴식과 치유 여행,효도",3,"더큐브리조트 제주,신라스테이 제주,제주국제공항",3,202305,202306,202303
친구,2,5,"Friends, ,Friends,Fun,First",5,,0,202305,202306,202303
친구,2,5,"Friends, ,explore,relax",4,,0,202305,202306,202303
커플,2,3,"커플,휴식과 치유 여행,맛집",3,,0,202305,202307,202303
아이,3,5,"아이,제주의 문화유산,즐거움",3,"소정방폭포,쇠소깍,이중섭거리,이중섭미술관,제주국제공항",5,202305,202306,202303
아이,5,4,"아이,레저와 체험,휴식,힐링",4,,0,202305,202306,202303
아이,5,4,"아이,휴식과 치유 여행,아이들,부모님,식도락",5,,0,202305,202306,202303
친구,10,2,"친구,식도락 여행,수국",3,"9.81 파크,동문시장(주),박물관은 살아있다,방주교회,사계해안도로,서귀포매일올레시장,선물고팡,성이시돌목장,쇠소깍,수월봉 지질트레일,아르떼뮤지엄,용머리해안,정방폭포,제주김만복(만복이네김밥집),주상절리대(중문대포해안),카멜리아힐,한담해변,항파두리항몽유적지",18,202305,202306,202303
부모,5,4,"부모,휴식과 치유 여행,효도여행,여름휴가",4,"고집돌우럭(제주공항점),다인오세아노 호텔,본초족욕,비자림,성산포항,아르떼뮤지엄,오션스위츠호텔 제주,용두암,우도(해양도립공원),월령선인장군락지,이호테우말등대,제주국제공항,한림공원",13,202305,202307,202303
아이,3,4,"아이,레저와 체험,이색,미디어,자연",5,"노형수퍼마켙,레이저서바이벌M,메이즈랜드,섭지코지,성산일출봉(UNESCO 세계자연유산),성읍승마장,소노캄제주,제주국제공항,제주민속촌,제주허브동산,표선해수욕장,함덕해수욕장",12,202305,202306,202303
부모,4,6,"부모,레저와 체험,아들둘,8월",4,"9.81 파크,곽지해수욕장,새연교,서귀포농협하나로마트,서프라이즈테마파크,섬소나이,성산포항,송악카트체험장,쇠소깍,쇠소깍해양레저타운,수목원테마공원(야시장길&LED공원),스쿠버스토리,오는정김밥,우도(해양도립공원),우도산호해변 홍조단괴 서빈백사,지미스천연아이스크림,플레이박스VR,한라산영실코스,협재해수욕장",19,202305,202308,202303
아이,3,7,"아이,레저와 체험,체험,힐링",4,"나라돈까스,동문시장(주),아침미소목장,용담/용두암 해안도로,용두암",5,202305,202305,202303
혼자,1,1,"혼자,비대면 안심여행,ㅁㄴㅇㅁㄴㅇ",3,,0,202305,202305,202303
혼자,1,1,"혼자,휴식과 치유 여행,여행,제주",4,,0,202305,202305,202303
부모,3,3,"부모,휴식과 치유 여행,식도락",3,,0,202305,202306,202303
아이,4,5,"맛집,레저와 체험,아이",3,"9.81 파크,고집돌우럭(중문),군산(군산오름,코메오름),노형수퍼마켙,당포로나인돈카츠,도두동 무지개 해안도로,도두봉,돈사촌,돌집식당,명리동식당,목장카페 드르쿰다,산굼부리,산방산,산지물식당(건입동본점),새연교,서귀포매일올레시장,섭지코지,성산일출봉(UNESCO 세계자연유산),소노캄제주,수목원테마공원(야시장길&LED공원),숙성도,신창풍차해안도로,애월해안도로,어영공원,외돌개,용담/용두암 해안도로,용두암,용머리해안,용연,유동커피,이호테우해수욕장,정방폭포,제주국제공항,제주올레 17코스,제주올레 18코스,제주크랩잭,주상절리대(중문대포해안),초콜릿랜드,카멜리아힐,켄싱턴리조트 제주 한림점,한담해변,한라산국립공원,협재해수욕장,황우지해안",45,202306,202306,202303
아이,4,3,"아이,휴식과 치유 여행,가족여행",3,,0,202306,202306,202303
아이,3,5,"아이,휴식과 치유 여행,추억",3,,0,202306,202306,202303
아이,4,5,"아이,식도락 여행,레저",3,,0,202306,202306,202303
부모,4,10,"부모,휴식과 치유 여행,숲,오름,자연",5,,0,202306,202310,202303
부모,2,10,"부모,휴식과 치유 여행,숲,오름,자연",5,,0,202306,202310,202303
커플,2,5,"커플,식도락 여행,좋았어,영차,호",5,,0,202306,202306,202303
아이,4,4,"아이,레저와 체험,관광,휴식",4,"검멀레해변,그랜드 하얏트 제주,김녕해수욕장,섭지코지,성산일출봉(UNESCO 세계자연유산),성산항,아쿠아플라넷 제주,에코랜드 테마파크,우도산호해변 홍조단괴 서빈백사,월정리해변,하고수동해변,함덕해수욕장,훈데르트바서파크",13,202306,202308,202303
친구,3,3,"친구,휴식과 치유 여행,맛집,관광",4,,0,202306,202307,202303
혼자,1,4,"혼자,휴식과 치유 여행,맛집뽀개기",3,,0,202306,202306,202303
부모,2,15,"부모,휴식과 치유 여행,자유",3,"거문오름(UNESCO 세계자연유산),건강과성박물관,곶자왈,교래자연휴양림,군산(군산오름,코메오름),그리스신화박물관 / 트릭아이미술관,금능석물원,금악오름(왕매),다랑쉬오름(월랑봉),돈내코,따라비오름,마라도(마라해양도립공원),머체왓숲길,메이즈랜드,물영아리오름,백약이오름,붉은오름 자연휴양림,비자림,사려니숲길,산굼부리,산방산,새별오름,생각하는정원,샤이니숲길,서귀포자연휴양림,서귀포치유의숲,선운정사,섭지코지,성산일출봉(UNESCO 세계자연유산),소인국테마파크,송악산,수월봉 지질트레일,신창~차귀해안도로,아끈다랑쉬,외돌개,용머리해안,용연,우도(해양도립공원),윈드1947 카트 테마파크,윗세오름(웃세오름),이중섭미술관,정물오름,정방폭포,제주 삼양동 유적,제주돌문화공원,제주올레 7코스,제주올레 8코스,제주유리의성,제주절물자연휴양림,제주조천스위스마을,제주추사관,제주허브동산,초콜릿박물관,카멜리아힐,한라산국립공원,한라산영실코스,한라생태숲,한라수목원,한림공원,한림해안도로,혼인지,환상숲 곶자왈공원,휴애리 자연생활공원",64,202306,202310,202303
친구,4,4,"대중교통,친구,휴식과 치유 여행",3,,0,202306,202306,202303
부모,4,3,"부모,휴식과 치유 여행,숲,식도락",4,제주국제공항,1,202306,202307,202303
아이,4,4,"아이,제주의 문화유산,제주동굴,천연기념물,지질탐험",5,,0,202306,202308,202303
아이,4,3,"아이,식도락,레저와 체험",3,,0,202306,202307,202303
커플,3,4,"레저와 체험,관광,커플",3,"답다니 탑망대 (하트원담),돈내코,동문시장(주),섭지코지,성산일출봉(UNESCO 세계자연유산),쇠소깍,신비의도로,여미지식물원,우도(해양도립공원),우도산호해변 홍조단괴 서빈백사,원앙폭포,정방폭포,제주국제공항,주상절리대(중문대포해안),차귀도,카멜리아힐,표선해수욕장",17,202306,202306,202303
아이,3,4,"아이,휴식과 치유 여행,식도락",3,,0,202306,202306,202303
아이,4,31,"아이,휴식과 치유 여행,아이와,제주한달살기",4,"곽지해수욕장,광치기해변,교래자연휴양림,국립제주박물관,국수마당 본점,꿈바당 어린이도서관,노루생태관찰원,늘봄흑돼지,돈내코,렛츠런파크,미스틱3도,백약이오름,비자림,산굼부리,서귀포자연휴양림,성산-고성오일시장,성산오조리해안,성이시돌목장,아침미소목장,애월한담해안산책로,월정리갈비밥,월정리해변,이호테우해수욕장,제주곶자왈도립공원,제주민속오일시장,제주별빛누리공원,제주절물자연휴양림,제주특별자치도 도립미술관,제주해양동물박물관,한라수목원",30,202306,202307,202303
아이,4,4,"아이,레저와 체험,바다여행",3,,0,202306,202306,202303
부모,2,15,"부모,휴식과 치유 여행,보름살이",3,"거문오름(UNESCO 세계자연유산),고집돌우럭(제주공항점),곶자왈,교래자연휴양림,금능석물원,금악오름(왕매),다랑쉬오름(월랑봉),돈내코,따라비오름,마라도(마라해양도립공원),머체왓숲길,메이즈랜드,물영아리오름,백약이오름,붉은오름 자연휴양림,비자림,사려니숲길,산굼부리,산방산,새별오름,생각하는정원,샤이니숲길,서귀포매일올레시장,선운정사,섭지코지,성산일출봉(UNESCO 세계자연유산),소인국테마파크,송악산,수월봉 지질트레일,아끈다랑쉬,우도(해양도립공원),윗세오름(웃세오름),정물오름,제주절물자연휴양림,제주추사관,제주허브동산,초콜릿박물관,한라생태숲,한라수목원,한림공원,혼인지,환상숲 곶자왈공원,휴애리 자연생활공원",43,202306,202310,202303
아이,4,3,"아이,레저와 체험,휴식,휴양",4,"그리스신화박물관 / 트릭아이미술관,비체올린,새별오름,섭지코지,성산일출봉(UNESCO 세계자연유산),쇠소깍,신비의도로,이호테우말등대,점보빌리지,제주민속촌,제주아트서커스,한라수목원,협재해수욕장",13,202306,202306,202303
친구,5,2,"휴식과 치유 여행,친구,친구,힐링,여행",5,"고집돌우럭(제주공항점),구엄리돌염전,도두동 무지개 해안도로,서머셋 제주신화월드 호텔앤리조트,수월봉 지질트레일,신창풍차해안도로,아르떼뮤지엄,애월한담해안산책로,협재해수욕장",9,202306,202306,202303
혼자,1,2,"혼자,천천히 걷기,자연유산,체험",4,"마레보 리조트,애월 한담 카약,제주국제공항,제주돌문화공원,제주레일바이크,테디베어사파리 테지움",6,202306,202310,202303
커플,2,5,"커플,천천히 걷기,마을,체험관광",4,,0,202306,202306,202303
혼자,5,4,"혼자,휴식과 치유 여행,즐거움,행복,살아있음",5,,0,202306,202306,202303
친구,2,5,"친구,천천히 걷기,가성비여행,무료여행지,배낭여행",5,"2093하우스,B일상잡화점,광치기해변,더로맨틱,삼다수숲길 지질트레일,섭지코지,섭지코지 해녀밥상,수목원길 야시장,수목원테마파크,신창풍차해안도로,알라모,울트라마린,제주국제공항,판포분식,판포포구,한라수목원",16,202306,202306,202303
커플,2,3,"커플,비대면 안심여행,억새포인트,가을여행",4,,0,202306,202306,202303
부모,4,8,"부모,휴식과 치유 여행,여름휴가,힐링,숲",5,,0,202306,202308,202303
부모,3,5,"부모,전시와 행사,제주일주",3,,0,202306,202306,202303
부모,3,4,"부모,휴식과 치유 여행,제주도",3,,0,202306,202306,202303
친구,5,4,"문화유적지,테마공원,4.3,친구,휴식과 치유 여행",5,,0,202306,202306,202303
커플,2,3,"커플,비대면 안심여행,억새포인트,가을여행",4,,0,202306,202310,202303
혼자,1,11,"혼자,제주의 문화유산,fdg,sdfg,sdgf",5,,0,202306,202306,202303
아이,7,3,"아이,비대면 안심여행,가족,제주전역",4,"낙천아홉굿마을 의자공원,오설록티뮤지엄,이호테우말등대,제주국제공항,천제연폭포,큰돈가 본점,한림공원,한림민속오일시장,협재해수욕장",9,202306,202310,202303
커플,2,11,"커플,휴식과 치유 여행,3",3,,0,202306,202307,202303
커플,2,3,"커플,휴식과 치유 여행,사랑해 빈아",3,"깡촌흑돼지,섭지코지,유탑유블레스호텔,제주국제공항,함덕해수욕장",5,202306,202306,202303
아이,3,5,"아이,레저와 체험,휴식,치유",4,"9.81 파크,노형수퍼마켙,도치돌 알파카목장,무민랜드,서프라이즈테마파크,소인국테마파크,슴게스트하우스 제주공항점,신화테마파크,아이스뮤지엄,에코랜드 테마파크,올레리조트,테디베어사파리 테지움",12,202306,202307,202303
아이,3,4,"아이,이든이,#제주여행,천천히 걷기,#제주도",5,"제주국제공항,제주해양동물박물관,한라수목원",3,202306,202306,202303
아이,3,6,"아이,제주의 문화유산,체험관광,문화유적지,테마공원",5,,0,202306,202307,202303
친구,1,5,"친구,식도락 여행,일정,저장",4,,0,202306,202306,202303
부모,3,4,"휴식과 치유 여행,부모,맛집",3,,0,202306,202306,202303
부모,5,4,"부모,휴식과 치유 여행,맛집",3,"도두동 무지개 해안도로,롯데호텔 브이스파,사려니숲길,쇠소깍,정방폭포,제주국제공항,청수곶자왈,카멜리아힐,해오반",9,202306,202306,202303
커플,2,29,"커플,휴식과 치유 여행,문화유산,안심여행",4,"여미지식물원,오설록티뮤지엄,제주곶자왈도립공원,제주허브동산,주상절리대(중문대포해안),카멜리아힐,화인호텔",7,202306,202306,202303
부모,5,4,"부모,휴식과 치유 여행,제주,제주 가족,제주 가족 여행",5,"1100고지(휴게소),1100고지습지,곽지해수욕장,광치기해변,금능해수욕장,더큐브리조트 제주,동문재래시장,만장굴,비자림,산굼부리,산방산탄산온천,삼성혈,새별오름,서귀포매일올레시장,섭지코지,성산일출봉(UNESCO 세계자연유산),성읍민속마을,송악산,쇠소깍,애월빵공장앤카페,애월한담해안산책로,애월해안도로,어승생,오설록티뮤지엄,외돌개,용두암,용머리해안,월정리해변,이호테우말등대,주상절리대(중문대포해안),천지연폭포,한라산어리목코스,한라산영실코스,협재해수욕장",34,202306,202309,202303
부모,4,5,"부모,식도락 여행,가족여행,효도관광,먹방투어",5,,0,202306,202307,202303
부모,5,4,"휴식과 치유 여행,부모,아이",3,,0,202306,202306,202303
부모,5,4,"휴식과 치유 여행,부모,아이",3,,0,202306,202306,202303
부모,5,4,"휴식과 치유 여행,부모,아이",3,,0,202306,202306,202303
혼자,1,3,"혼자,휴식과 치유 여행,50대,남자,감성여행",5,"노을승마장,동문시장(주),만장굴,비자림,섭지코지,섭지코지 해녀밥상,성산일출봉(UNESCO 세계자연유산),우도등대,월정 투명카약,월정리갈비밥,이디하우스n카페,제주국제공항,제주김만복(만복이네김밥집),함덕해수욕장,해녀박물관",15,202306,202306,202303
혼자,1,3,"혼자,휴식과 치유 여행,힐링여행,감성여행",4,,0,202306,202306,202303
아이,3,4,"아이,휴식과 치유 여행,놀자",3,"그랜드 조선 제주,바램목장&카페,산방산탄산온천,에코랜드 테마파크,에코승마아카데미(구.제주승마장),제주국제공항",6,202306,202306,202303
커플,2,4,"커플,휴식과 치유 여행,2박3일,연인",4,,0,202306,202306,202303
친구,3,3,"친구,휴식과 치유 여행,3",3,,0,202306,202306,202303
친구,3,3,"친구,휴식과 치유 여행,쇼핑",3,,0,202306,202306,202303
친구,3,3,"친구,1,2,쇼핑,3",5,"섭지코지,쇠소깍,애월한담해안산책로,애월해안도로,에코랜드 테마파크,여미지식물원,오설록티뮤지엄,외돌개,용두암,용머리해안,주상절리대(중문대포해안),천제연폭포,천지연폭포,카멜리아힐,한림공원,함덕해수욕장,황우지해안,휴애리 자연생활공원",18,202306,202306,202303
친구,3,3,"친구,1,2,쇼핑,3",5,"쇠소깍,애월한담해안산책로,애월해안도로,에코랜드 테마파크,여미지식물원,오설록티뮤지엄,외돌개,용두암,용머리해안,주상절리대(중문대포해안),천제연폭포,천지연폭포,카멜리아힐,한림공원,황우지해안,휴애리 자연생활공원",16,202306,202306,202303
혼자,1,4,"제주의 문화유산,혼자,#한라산,#성산일출봉",4,,0,202306,202306,202303
혼자,1,4,"혼자,#혼자#혼자,#ㄹ동ㄴㅇㅁ,제주의 문화유산",4,,0,202306,202306,202303
아이,4,5,"아이,제주의 문화유산,체험관광,문화유적지,테마공원",5,,0,202306,202307,202303
부모,2,2,"부모,휴식과 치유 여행,123",3,,0,202306,202306,202303
아이,4,3,"아이,천천히 걷기,EWA,EWAR",4,"사려니숲길,성산일출봉(UNESCO 세계자연유산),우도(해양도립공원)",3,202306,202306,202303
커플,2,6,"휴식과 치유 여행,커플,20",3,"섭지코지,성산일출봉(UNESCO 세계자연유산),오설록티뮤지엄,우도(해양도립공원),월정리해변",5,202306,202308,202303
친구,2,2,"친구,휴식과 치유 여행,식도락",3,"9.81 파크,라운지엑스 애월점,새별오름,새별프렌즈 (새별헤이요목장)",4,202306,202306,202303
친구,4,2,"천천히 걷기,친구,회사,워크숍",4,"만장굴,성산일출봉(UNESCO 세계자연유산),제주4.3평화공원,제주올레 19코스,제주절물자연휴양림,함덕해수욕장",6,202306,202306,202303
아이,6,3,"아이,레저와 체험,휴식,먹방",4,,0,202306,202306,202303
친구,4,4,"친구,휴식과 치유 여행,천천히,걷기,식도락",5,,0,202306,202306,202303
아이,3,4,"아이,휴식과 치유 여행,제주도여행,사랑,가족",5,제주국제공항,1,202306,202306,202303
아이,1,4,"아이,휴식과 치유 여행,1212",3,"봄그리고가을호텔&리조트,성산일출봉(UNESCO 세계자연유산),스누피가든,안돌오름,제주국제공항,한라산아래첫마을 제주민속촌점",6,202306,202306,202303
아이,4,6,"아이,휴식과 치유 여행,맛집,바다",4,"신화관 제주신화월드 호텔 앤 리조트,제주국제공항,휘닉스 제주 섭지코지",3,202306,202308,202303
친구,3,4,"친구,휴식과 치유 여행,워크샵,힐링",4,"르 쉬느아 (Le Chinois),산굼부리카페,섭지코지,씨네라운지 더 코브,정방폭포,협재온다정,휴양팬션 스위스마을 Swiss Village Pension",7,202306,202306,202303
친구,3,3,"친구,휴식과 치유 여행,식도락",3,,0,202306,202306,202303
친구,4,4,"친구,식도락 여행,빵지순례,먹방투어,빵집투어",5,"감귤상웨빵 체험,명당양과,몰질식육식당,봉주르마담,서귀다원,섬소나이,소천지,어머니빵집,엉또폭포,우도(해양도립공원),윌라라,제주국제공항,제주한치빵 우도점,지미스천연아이스크림,테라로사",15,202306,202306,202303
아이,4,4,"아이,레저와 체험,휴식",3,"그랜드 하얏트 제주,김녕해수욕장,섭지코지,아쿠아플라넷 제주,오설록티뮤지엄,월정리해변,제주국제공항,제주항공우주박물관,한림공원,함덕해수욕장,협재해수욕장",11,202306,202308,202303
커플,1,9,"커플,쇼핑,식도락",3,,0,202306,202306,202303
아이,7,4,"아이,휴식과 치유 여행,부모,조부모",4,,0,202306,202306,202303
아이,4,4,"제주의 문화유산,아이,음식점",3,"濟州膳제주선,놀자개,돈사돈,리치망고,명진전복,봄날카페,사려니숲길,생돈우리,섭지코지,스카이 온 파이브 다이닝 ,올래국수,우도(해양도립공원),임금님밥상,제주김만복(만복이네김밥집),제주애월해물한상,진대감12제주",16,202306,202307,202303
커플,2,5,"커플,휴식과 치유 여행,힐링",3,"광치기해변,낭뜰에쉼팡,동문재래시장,몽상드애월(몽상),벵디,비자림,산굼부리,산토리니 펜션,성산항,세화해변,우도(해양도립공원),우도피아,월정리해변,제주국제공항,제주허브동산",15,202306,202307,202303
아이,3,4,"아이,체험관광,문화유적지,테마공원,휴식과 치유 여행",5,,0,202306,202306,202303
아이,4,4,"아이,휴식과 치유 여행,유아,비오는날",4,"군산(군산오름,코메오름),사려니숲길,신화워터파크,천지연폭포,카페루시아,황우지해안",7,202306,202306,202303
친구,2,7,"朋友,美食旅行,休闲",3,우도(해양도립공원),1,202306,202306,202303
아이,4,4,"아이,레저와 체험,휴식,산책",4,"검멀레해변,그랜드 하얏트 제주,김녕해수욕장,노형수퍼마켙,섭지코지,성산일출봉(UNESCO 세계자연유산),성산항,쇠소깍,아르떼뮤지엄,아쿠아플라넷 제주,에코랜드 테마파크,월정리해변,이중섭거주지,제주항공우주박물관,하고수동해변",15,202306,202308,202303
친구,4,4,"친구,식도락 여행,대학생",3,"가스름식당,검멀레해변,그루브,그리운바다성산포,더꽃돈,동문재래시장,박물관은 살아있다,블랑로쉐,수목원테마파크,아쿠아플라넷 제주,오설록티뮤지엄,온오프,우도산호해변 홍조단괴 서빈백사,우도아이,제주국제공항,제주마실게스트하우스,제주맥주 양조장,제주실탄사격장,중문수두리보말칼국수,카페숑,협재해수욕장",21,202306,202306,202303
부모,10,3,"부모,휴식과 치유 여행,졸업,초딩,추억",5,,0,202306,202306,202303
혼자,1,8,"혼자,휴식과 치유 여행,힐링",3,"사려니숲길,성산일출봉(UNESCO 세계자연유산),수복강녕,아랑,아이갓에브리씽",5,202306,202306,202303
아이,6,3,"아이,할아버지,할머니와,함께,레저와 체험",5,"만장굴,아쿠아플라넷 제주,우도잠수함(제주씨월드),제주국제공항,제주바다체험장",5,202306,202306,202303
부모,3,4,"레저와 체험,부모,휴식",3,"유니호텔제주,제주국제공항,제주나인 부띠끄",3,202306,202308,202303
부모,1,3,"부모,휴식과 치유 여행,ㅇㄹ",3,,0,202306,202306,202303
부모,8,4,"부모,식도락 여행,해변,볼거리,체험",5,,0,202306,202307,202303
커플,2,4,"커플,휴식과 치유 여행,여름휴가",3,,0,202306,202308,202303
커플,2,3,"커플,휴식과 치유 여행,해수욕",3,"곽지해수욕장,마노르블랑,신라호텔제주,애월한담해안산책로,애월해안도로,오설록티뮤지엄,제주관광공사 중문면세점 (내국인),제주국제공항,중문색달해변(해산물),카멜리아힐,협재해수욕장,환상숲 곶자왈공원",12,202306,202306,202303
부모,3,1,"부모,제주의 문화유산,힐링",3,"삼원정,새별오름,새연교,약천사,주상절리대(중문대포해안),천제연폭포,칠돈가 중문점,켄싱턴리조트 서귀포",8,202306,202306,202303
아이,8,4,"아이,휴식,레저와 체험",3,"만장굴,서머셋 제주신화월드 호텔앤리조트,서프라이즈테마파크,선녀와나무꾼,성산일출봉(UNESCO 세계자연유산),소노벨제주,소인국테마파크,수목원테마공원(야시장길&LED공원),점보빌리지,제주국제공항,제주김녕미로공원,제주레포츠랜드,제주정지,주상절리대(중문대포해안),헬로키티아일랜드",15,202306,202307,202303
아이,4,5,"아이,아이,후식,휴식,휴식과 치유 여행",5,"금호리조트제주,아이스뮤지엄,아이스크림연구소(우도점),우도(해양도립공원),제주국제공항,제주라프 짚라인,제주베니스랜드,퍼시픽 마리나 요트투어",8,202306,202307,202303
부모,4,5,"부모,식도락 여행,가족여행,효도관광,먹방투어",5,,0,202306,202307,202303
아이,3,4,"아이,휴식과 치유 여행,27개월",3,,0,202306,202307,202303
아이,5,4,"아이,레저와 체험,휴식",3,,0,202306,202306,202303
부모,1,1,"휴식과 치유 여행,힐링,부모",3,"곽지해수욕장,서귀포매일올레시장,애월해안도로,용두암,제주에가면,카멜리아힐,켄싱턴리조트 서귀포,협재해수욕장",8,202306,202306,202303
부모,3,1,"부모,휴식과 치유 여행,힐링",3,"명도암생이소리,사려니숲길,산굼부리,섭지코지,성산일출봉(UNESCO 세계자연유산),켄싱턴리조트 서귀포",6,202306,202306,202303
커플,2,5,"커플,휴식과 치유 여행,호텔",3,"사려니숲길,오설록티뮤지엄,천지연폭포,카멜리아힐",4,202306,202306,202303
부모,4,3,"부모,휴식과 치유 여행,제주,힐링,감귤",5,"경미네집(경미휴게소),광치기해변,귤귤스토어 애월점,동문시장(주),바다를 본 돼지(서귀포점),보목해녀의집,서귀포매일올레시장,섭지코지,성산일출봉(UNESCO 세계자연유산),송악산,오설록티뮤지엄,우도(해양도립공원),우도등대,우도산호해변 홍조단괴 서빈백사,우도해녀식당,정방폭포,카멜리아힐,협재해수욕장",18,202306,202306,202303
부모,3,1,"부모,휴식과 치유 여행,힐링",3,"먹돌 제주본점,이호테우해수욕장,켄싱턴리조트 서귀포",3,202306,202306,202303
커플,2,10,"휴식과 치유 여행,숲,오름,자연,커플",5,,0,202306,202308,202303
