CL_NM,PARTN_CO,TOUR_PD,ALL_KWRD_CN,ALL_KWRD_CO,ALL_CNTNTS_CN,ALL_CNTNTS_CO,PLAN_YM,TOUR_BEGIN_YM,조사기간
친구,3,3,"친구,천천히 걷기,행군",3,,0,202304,202304,202303
친구,2,3,"친구,휴식,제주의 문화유산",3,"거슨새미오름,도두동 무지개 해안도로,봄날카페,블루하와이리조트,산방산탄산온천,새별오름,서귀포매일올레시장,아르떼뮤지엄,용머리해안,크라운돼지,함덕해수욕장",11,202304,202304,202303
친구,2,4,"친구,레저와 체험,ㅇㅇ",3,"녹산로유채꽃길,레이저서바이벌M,마라도(마라해양도립공원),만장굴,메이즈랜드,섭지코지,성산일출봉(UNESCO 세계자연유산),에코랜드 테마파크,우도봉 ATV,우도잠수함(제주씨월드),월정 투명카약,일출랜드,제주레일바이크,제주레포츠랜드,제주베니스랜드",15,202304,202304,202303
친구,4,3,"친구,휴식과 치유 여행,친구",3,,0,202304,202304,202303
부모,10,4,"부모,제주의 문화유산,1",3,제주국제공항,1,202304,202305,202303
아이,4,3,"아이,레저와 체험,맛집,힐링",4,,0,202304,202304,202303
커플,2,4,"커플,휴식과 치유 여행,치유여행",3,"동문시장(주),비자림,산방산 용머리해안 지질트레일,산방산유람선,서귀포매일올레시장,섭지코지,성산항,쇠소깍,아쿠아플라넷 제주,애월한담해안산책로,용두암해안도로카페거리,우도(해양도립공원),주상절리대(중문대포해안),천제연폭포,카멜리아힐,한림공원,협재굴(한림공원),황금굴(한림공원)",18,202304,202305,202303
부모,4,4,"부모,휴식과 치유 여행,반려견동반",3,"1100고지습지,고집돌우럭(제주공항점),다인리조트,닭머르해안길,도두동 무지개 해안도로,미영이네,박수기정,백기해녀의 집,산방산 랜드,산방산탄산온천,섭지코지,쇠소깍,애월해안도로,용머리해안,우도(해양도립공원),우도등대,우도봉 풍경,우도산호해변 홍조단괴 서빈백사,우도해녀식당,제주국제공항,카멜리아힐,함덕백사장 & 서우봉,해녀김밥 본점,협재해녀의집,협재해수욕장,환상숲 곶자왈공원,환상숲곶자왈 담앙족욕",27,202304,202305,202303
아이,4,4,"아이,제주의 문화유산,문하,ㅇ,ㅎ",5,"노라바,다이나믹메이즈,닭머르해안길,대기정,동문시장(주),만장굴,메이즈랜드,명진전복,새별오름,성산일출봉(UNESCO 세계자연유산),쇠소깍,스누피가든,신화관 제주신화월드 호텔 앤 리조트,아침미소목장,안녕협재씨,우도(해양도립공원),제주국제공항,제주김만복(만복이네김밥집),제주레일바이크,제주민속촌,칠사돈,카멜리아힐,테디베어뮤지엄제주,해녀김밥 본점",24,202304,202304,202303
부모,8,4,"부모,휴식과 치유 여행,가족여행,아이",4,"다랑쉬오름(월랑봉),동문시장(주),소랑풀빌라,신창풍차해안도로,엉알해안,용머리해안,용연,자리돔횟집,제주국제공항(정뜨르비행장),큰엉해안경승지,해월정",11,202304,202304,202303
부모,10,4,"부모,레저와 체험,1주살기",3,"금호리조트제주,김명자굴국밥(성산점),마라도(마라해양도립공원),미영이네,사계해안도로,산방산 수국,산방산 용머리해안 지질트레일,서귀포매일올레시장,섭지코지,성산일출봉(UNESCO 세계자연유산),애월해안도로,온평리 포구,온평리 환해장성,용담/용두암 해안도로,용머리해안,월령선인장군락지,월정리해변,이중섭거리,절물자연휴양림휴게소,정방폭포,제주민속촌,주상절리대(중문대포해안),천제연폭포,천지연폭포,표선해수욕장,한림공원,협재해수욕장,환상숲 곶자왈공원,휴애리 자연생활공원",29,202304,202304,202303
부모,2,14,"힐링,체험,술,휴식과 치유 여행,부모",5,,0,202304,202304,202303
혼자,1,3,"혼자,휴식과 치유 여행,급하게떠나는",3,,0,202304,202304,202303
아이,4,4,"휴식과 치유 여행,아이,제주도",3,,0,202304,202304,202303
부모,3,3,"휴식과 치유 여행,부모,가족",3,"서우봉,선녀와나무꾼,제주절물자연휴양림",3,202304,202304,202303
부모,7,5,"부모,휴식과 치유 여행,식도락",3,"가파도,가파도 마라도 정기여객선,그랑블루 요트투어,동문시장(주),마노르블랑,바다를 본 돼지(서귀포점),사계해변,산방산,섭지해녀의집,쇠소깍,스누피가든,신산공원,쌍둥이횟집본점,용연,월정리해변,윈드1947 카트 테마파크,제주국제공항,제주국제공항(정뜨르비행장),카멜리아힐,해월정,황금어장(제주시),휘닉스 제주 섭지코지,휴애리 자연생활공원",23,202304,202304,202303
친구,4,4,"가족여행,효도관광,먹방투어,친구,휴식과 치유 여행",5,,0,202304,202304,202303
아이,4,4,"아이,레저와 체험,휴식,먹방",4,"고객식당,다이나믹메이즈,동문재래시장,망고레이 함덕점,비자림,산굼부리,선녀와나무꾼,성읍민속마을,올래국수,제주국제공항,한화리조트 제주",11,202304,202304,202303
아이,4,5,"아이,제주의 문화유산,체험관광,문화유적지,테마공원",5,,0,202304,202304,202303
커플,2,4,"레저와 체험,관광,커플",3,,0,202304,202304,202303
커플,2,4,"커플,천천히 걷기,맛집",3,,0,202304,202304,202303
부모,8,3,"부모,휴식과 치유 여행,아이",3,"그랜드 하얏트 제주,보롬왓,사려니숲길,스누피가든,제주국제공항,제주레일바이크",6,202304,202304,202303
커플,4,4,"레저와 체험,관광,커플",3,,0,202304,202304,202303
친구,10,3,"친구,레저와 체험,초딩,쉼",4,"서머셋 제주신화월드 호텔앤리조트,스누피가든,은희네해장국 본점,제주항공우주박물관",4,202304,202306,202303
아이,4,5,"아이,체험관광,문화유적지,테마공원,레저와 체험",5,"관덕정,노형수퍼마켙,비자림,삼성혈,새연교,섭지코지,쇠소깍,신스버거,아쿠아플라넷 제주,애월한담해안산책로,용두암,우도잠수함(제주씨월드),월령선인장군락지,제주국제공항,제주김녕미로공원,제주목관아,제주민속촌,제주아트서커스,제주올레 14코스,제주유리의성",20,202304,202304,202303
친구,10,2,"친구,휴식과 치유 여행,전직원",3,"덤장,성산일출봉(UNESCO 세계자연유산),우도(해양도립공원),제주국제공항,함덕해수욕장",5,202304,202304,202303
혼자,1,5,"휴식과 치유 여행,혼자,사진,풍경,음식",5,"가시아방,도두봉,메종글래드 제주,백기해녀의 집,블랑로쉐,섭지코지,성산일출봉(UNESCO 세계자연유산),성산항,수목원테마공원(야시장길&LED공원),우도(해양도립공원),우진해장국,은희네해장국 본점,파도소리해녀촌,한라수목원",14,202304,202304,202303
친구,3,2,"친구,식도락 여행,애월",3,,0,202304,202304,202303
부모,4,3,"부모,비대면 안심여행,아이",3,,0,202304,202304,202303
아이,4,5,"아이,제주의 문화유산,체험관광,문화유적지,테마공원",5,"관덕정,국립제주박물관,비자림,뽀로로&타요 테마파크 제주,삼성혈,쇠소깍,신스버거,아쿠아플라넷 제주,애월해안도로,에코랜드 테마파크,용두암,월령선인장군락지,제주 벨루가,제주국제공항,제주김녕미로공원,제주목관아,제주민속촌,제주아트서커스,제주올레 14코스,제주유리의성,천지연폭포",21,202304,202304,202303
부모,2,7,"부모,레저와 체험,박물관",3,"(주)제주해양레저 투명카약,9.81 파크,금악오름(왕매),다이나믹메이즈,만장굴,브릭캠퍼스,산굼부리,섭지코지,제주잠수함(국제리더스클럽),제주항공우주박물관,타보카 월정리투명카약,한림공원",12,202304,202306,202303
부모,3,3,"부모,휴식과 치유 여행,부모,휴식",4,,0,202304,202304,202303
아이,4,3,"아이,휴식과 치유 여행,체험",3,"서귀포치유의숲,아모렉스리조트,제주오렌지",3,202304,202305,202303
혼자,1,7,"혼자,천천히 걷기,종달리,마을투어,감성마을",5,,0,202304,202304,202303
친구,8,4,"친구,레저와 체험,걷기,식도락",4,"보롬왓,본초족욕,비자림,사려니숲길,산방산탄산온천,상효원수목원 봄꽃축제,선녀와나무꾼,순옥이네명가 함덕점,애월한담해안산책로,에코랜드 테마파크,옛촌전복,일출랜드,제주국제공항,제주불빛정원 테마파크,제주참숯가마찜질방,제주허브동산,종달리수국길,카멜리아힐,한림공원,협재해수욕장,휴애리 자연생활공원",21,202304,202305,202303
부모,3,3,"부모,식도락 여행,가족여행,효도관광,먹방투어",5,,0,202304,202305,202303
커플,2,3,"커플,휴식과 치유 여행,휴식",3,"금악오름(왕매),산방산 용머리해안 지질트레일,서귀포매일올레시장,스누피가든,윈드1947 카트 테마파크,제주국제공항,제주라프 짚라인,제주실탄사격장,큰엉해안경승지,한림공원,협재해수욕장,휴애리 자연생활공원",12,202304,202304,202303
부모,5,5,"부모,휴식과 치유 여행,추석",3,,0,202304,202309,202303
커플,2,9,"커플,식도락 여행,명소",3,"김희선몸국,명진전복,목포고을,박수기정,블랑로쉐,사려니숲길,성산포항,소반,쇠소깍해변,오드랑베이커리,우도돼지네 땅콩만두,제주허브동산,카페루시아,커피디셈버 함덕점,하하호호(HAHAHOHO),한담해변,휴애리 자연생활공원",17,202304,202304,202303
부모,8,3,"부모,레저와 체험,휴식,식도락",4,,0,202304,202304,202303
부모,5,5,"제주의 문화유산,체험관광,문화유적지,테마공원,부모",5,,0,202304,202304,202303
부모,2,10,"부모,쇼핑,힐링",3,,0,202304,202304,202303
부모,5,3,"부모,천천히 걷기,여행,맛집",4,"랜딩관 제주신화월드 호텔앤리조트,산굼부리,선물고팡,함덕해수욕장",4,202304,202304,202303
아이,3,9,"레저와 체험,아이,아이랑,키즈,체험",5,,0,202304,202304,202303
아이,4,4,"아이,레저와 체험,가족,첫제주",4,"메이즈랜드,보롬왓,산굼부리,쇠소깍,스누피가든,신창풍차해안도로,에코랜드 테마파크,여미지식물원,우도(해양도립공원),윈드1947 카트 테마파크,초콜릿랜드,카멜리아힐,테디베어뮤지엄제주,협재해수욕장",14,202304,202304,202303
아이,4,6,"아이,휴식과 치유 여행,11",3,,0,202304,202304,202303
친구,3,3,"전시와 행사,친구,ㅂ",3,,0,202304,202309,202303
혼자,1,7,"혼자,천천히 걷기,#제주#힐링#오름",3,,0,202304,202306,202303
친구,2,4,"비대면 안심여행,친구,마을투어,제주도여행",4,"객의하우스,금능해수욕장,낙천아홉굿마을 의자공원,다람쥐 식탁,대평포구,명월성지,박수기정,생원전복,순천미향,와이리조트 제주,우연히 행복해지다,월라봉 진지동굴 (안덕면),카페루나,한치앞도모를바다,협재칼치",15,202304,202304,202303
커플,2,4,"휴식과 치유 여행,커플,힐링",3,,0,202304,202304,202303
친구,3,3,"친구,휴식과 치유 여행,재미",3,,0,202304,202304,202303
부모,2,5,"부모,휴식과 치유 여행,휴식,자유,힐링",5,"9.81 파크,김경숙해바라기농장,녹산로유채꽃길,도두동 무지개 해안도로,동문재래시장,렛츠런팜제주,마방목지,보롬왓,비밀의숲 카페,사려니숲길,샤이니숲길,서우봉,섭지코지,성이시돌목장,세리월드 테마파크,송악산둘레길,신비의도로카트체험장,신창풍차해안도로,애월해안도로,엉덩물계곡,용머리해안,우도(해양도립공원),윈드1947 카트 테마파크,제주동백수목원,제주레일바이크,제주레포츠랜드,제주조천스위스마을,제주카트클럽,주상절리대(중문대포해안),지미봉,협재해수욕장",31,202304,202304,202303
커플,2,10,"커플,휴식과 치유 여행,치유먹거리,고마운마음여행",4,월정리해변,1,202304,202304,202303
친구,4,6,"친구,휴식과 치유 여행,친구,힐링,여행",5,"가파도,녹산로유채꽃길,박수기정,사계해안도로,사려니숲길,산방산,서귀포매일올레시장,쇠소깍,신라스테이 제주,씨에스호텔앤리조트,애월해안도로,오설록티뮤지엄,용머리해안,월정리해안도로,이호테우말등대,제주국제공항,주상절리대(중문대포해안),천지연폭포,켄싱턴리조트 서귀포,켄싱턴리조트 제주중문,협재해수욕장",21,202304,202304,202303
부모,2,5,"휴식과 치유 여행,힐링,자유,휴식,부모",5,"녹산로유채꽃길,도두봉,동문재래시장,보롬왓,사려니숲길,산방산,샤이니숲길,숙성도,아침미소목장,엉덩물계곡,용연,원앤온리,윈드1947 카트 테마파크,이호테우해수욕장,주상절리대(중문대포해안)",15,202304,202304,202303
부모,3,4,"휴식과 치유 여행,부모,여행,힐링,부모",5,애월해안도로,1,202304,202305,202303
커플,2,4,"휴식과 치유 여행,휴식,치유,커플",4,"고산일과해안도로,곶자왈,금호리조트제주,녹산로유채꽃길,대명리조트 제주,비자림,비자림국수집,산방산탄산온천,상효원,심바카레,애월빵공장앤카페,오설록티뮤지엄,제주국제공항,지미봉,함덕카페거리,함덕해수욕장,협재해수욕장,휴애리 자연생활공원",18,202304,202304,202303
커플,2,3,"커플,휴식과 치유 여행,음식",3,,0,202304,202304,202303
커플,2,4,"커플,레저와 체험,동부",3,"그리운바다성산포,백약이오름,봄그리고가을호텔&리조트,빛의 벙커,서귀피안베이커리,섭지코지,성산 유채꽃재배단지,성산일출봉(UNESCO 세계자연유산),쇠소깍,제주국제공항,제주판타스틱버거",11,202304,202305,202303
아이,3,4,"아이,휴식과 치유 여행,체험",3,,0,202304,202306,202303
혼자,1,6,"휴식,사진,혼자,휴식과 치유 여행",4,,0,202304,202304,202303
아이,3,4,"아이,휴식과 치유 여행,체험",3,"더본 호텔,우진해장국,천지연폭포",3,202304,202306,202303
아이,6,6,"아이,휴식과 치유 여행,부모님,반려견",4,"동문재래시장,베니키아 아이진호텔,제주국제공항",3,202304,202305,202303
아이,6,6,"아이,휴식과 치유 여행,부모님,반려견",4,,0,202304,202305,202303
커플,2,8,"커플,휴식과 치유 여행,관광,요리,커피",5,,0,202304,202310,202303
아이,2,8,"아이,게스트하우스,느긋하게,천천히 걷기",4,,0,202304,202304,202303
아이,3,5,"아이,레저와 체험,휴식,힐링",4,"고집돌우럭(제주공항점),금능해수욕장,보롬왓,에코랜드 테마파크,월정리해변,제주국제공항,제주김녕미로공원,화조원",8,202304,202305,202303
친구,6,3,"친구,휴식과 치유 여행,한라산등반관광,탐방",4,,0,202304,202304,202303
부모,1,2,"부모,레저와 체험,제주",3,,0,202304,202304,202303
친구,5,3,"친구,레저,식도락 여행,식도락,레저",5,,0,202304,202304,202303
친구,4,3,"친구,레저와 체험,휴식과,자유여행",4,,0,202304,202305,202303
친구,2,2,"친구,휴식과 치유 여행,레저,문화유산",4,,0,202304,202305,202303
부모,2,3,"부모,휴식과 치유 여행,#뚜벅이,#효도,#추억쌓기",5,,0,202304,202305,202303
부모,2,12,"부모,휴식과 치유 여행,제주도",3,,0,202304,202304,202303
부모,2,9,"부모,휴식과 치유 여행,자유여행",3,,0,202304,202304,202303
친구,4,4,"휴식과 치유 여행,친구,워크샾",3,"만장굴,보롬왓",2,202304,202304,202303
아이,4,5,"아이,휴식과 치유 여행,리프레쉬",3,,0,202304,202306,202303
커플,2,4,"커플,휴식과 치유 여행,커플,동부,맛집",5,"가시식당,광치기해변,김녕해수욕장,닭머르해안길,델문도,보롬왓,서연의집(영화 건축학개론),섭지코지,성산일출봉(UNESCO 세계자연유산),여미지식물원,오조포구,우진해장국,월정리해변,윈드1947 카트 테마파크,제주국제공항,제주국제컨벤션센터 icc,함덕해수욕장",17,202304,202305,202303
친구,4,6,"친구,휴식과 치유 여행,맛집,찾아",4,,0,202304,202305,202303
커플,2,4,"커플,휴식과 치유 여행,휴식,조용히",4,"동백동산,비자림,산방산유람선,섭지코지,성산일출봉(UNESCO 세계자연유산),제주국제공항,제주돌문화공원,제주절물자연휴양림,카멜리아힐,함덕백사장 & 서우봉,화순곶자왈생태탐방숲길",11,202304,202304,202303
커플,2,4,"커플,휴식과 치유 여행,커플",3,,0,202304,202304,202303
혼자,1,3,"휴식과 치유 여행,혼자,처음",3,"동문재래시장,새별오름,아워키친,애월해안도로,제주국제공항,한림매일시장",6,202304,202305,202303
부모,3,4,"부모,제주의 문화유산,설화여행지,효도여행,역사투어",5,,0,202304,202305,202303
부모,10,3,"부모,전시와 행사,전망,관광지",4,,0,202304,202304,202303
아이,3,4,"아이,천천히 걷기,레저,휴식",4,,0,202304,202305,202303
친구,2,2,"친구,레저와 체험,스쿠터,국제공항",4,,0,202304,202304,202303
부모,4,4,"부모,강아지,휴식과 치유 여행",3,"도두동 무지개 해안도로,동문시장(주),마레카펜션,섭지코지,성산항,이호테우해수욕장,제주국제공항",7,202304,202305,202303
친구,4,3,"친구,휴식과 치유 여행,친구,먹부림",4,,0,202304,202304,202303
커플,2,5,"커플,휴식과 치유 여행,힐링",3,,0,202304,202304,202303
커플,2,3,"커플,비대면 안심여행,제주도여행,제주도오름",4,,0,202304,202304,202303
친구,2,3,"친구,휴식과 치유 여행,쇼핑,힐링",4,"그랜드메르호텔,북촌에가면,성산항,수목원테마공원(야시장길&LED공원),우도(해양도립공원)",5,202304,202305,202303
아이,10,3,"아이,휴식과 치유 여행,잠수함",3,,0,202304,202305,202303
부모,2,5,"부모,휴식과 치유 여행,반려견,애견동반",4,,0,202304,202305,202303
아이,3,5,"아이,제주의 문화유산,체험관광,문화유적지,테마공원",5,,0,202304,202304,202303
커플,2,3,"커플,휴식과 치유 여행,기분전환",3,,0,202304,202305,202303
아이,3,5,"아이,휴식과 치유 여행,첫여행",3,,0,202304,202304,202303
부모,6,3,"휴식과 치유 여행,부모,휴식",3,,0,202304,202305,202303
친구,2,5,"친구,레저와 체험,#4박5일,#자유여행",4,,0,202304,202304,202303
부모,6,3,"부모,식도락 여행,가족여행,효도관광,먹방투어",5,,0,202304,202305,202303
커플,2,2,"커플,휴식과 치유 여행,여행",3,,0,202304,202311,202303
아이,3,6,"아이,휴식과 치유 여행,가족",3,,0,202304,202308,202303
친구,2,4,"친구,천천히 걷기,휴식/힐링/건강",3,"도두봉,비양도,성산일출봉(UNESCO 세계자연유산),아라리오뮤지엄동문모텔1,아라리오뮤지엄동문모텔2,애월 한담 카약,애월한담해안산책로,야몬딱털장,용두암,이호테우해수욕장_old,제주국제공항,제주올레 15-A코스,협재해수욕장",13,202304,202304,202303
부모,4,4,"부모,휴식과 치유 여행,부모님과,환갑여행",4,,0,202304,202304,202303
친구,10,3,"친구,휴식과 치유 여행,명소",3,,0,202304,202304,202303
아이,3,3,"아이,레저와 체험,힐링",3,,0,202304,202304,202303
커플,2,3,"커플,휴식과 치유 여행,여행",3,,0,202304,202304,202303
아이,3,2,"아이,휴식과 치유 여행,박물관",3,,0,202304,202304,202303
아이,3,2,"아이,휴식과 치유 여행,가족",3,"고흐의 정원,귤밭76번지,랜딩관 제주신화월드 호텔앤리조트,방주교회,본태박물관,성산 유채꽃재배단지,성산일출봉(UNESCO 세계자연유산),성이시돌목장,세계자동차 & 피아노박물관,아르떼뮤지엄,오설록티뮤지엄,천제연폭포,테디베어뮤지엄제주,헬로키티아일랜드",14,202304,202304,202303
부모,6,5,"휴식과 치유 여행,부모,휴식",3,,0,202304,202310,202303
친구,10,7,"체험관광,문화유적지,테마공원,친구,레저와 체험",5,"로빙화,모진이몽돌해변,법환포구,산방산 용머리해안 지질트레일,산방산둘레길,산방산유람선,산방산탄산온천,섭지코지,올래국수,제주국제공항,파크 선샤인 제주,하르비커피,협재해수욕장",13,202304,202305,202303
아이,4,3,"아이,레저와 체험,휴식,먹방",4,,0,202304,202304,202303
혼자,1,4,"혼자,휴식과 치유 여행,차",3,"동문재래시장,사려니숲길,섭지코지,함덕백사장 & 서우봉",4,202304,202305,202303
부모,3,7,"부모,제주의 문화유산,친구",3,,0,202304,202305,202303
아이,4,5,"아이,레저와 체험,걷기",3,,0,202304,202305,202303
친구,2,3,"친구,식도락 여행,먹방,힐링",4,"동문시장(주),섭지코지,성산일출봉(UNESCO 세계자연유산),세화해안도로,스누피가든,오조포구,월정리해변,함덕해수욕장",8,202304,202306,202303
아이,4,5,"아이,휴식과 치유 여행,가족,바다",4,,0,202304,202305,202303
아이,8,4,"아이,식도락 여행,체험",3,,0,202304,202305,202303
아이,8,4,"아이,식도락 여행,체험",3,,0,202304,202305,202303
부모,5,3,"부모,휴식과 치유 여행,그냥요",3,,0,202304,202305,202303
부모,9,3,"부모,휴식과 치유 여행,가족여행,아이와,휴식",5,"만장굴,모메든식당,몽상드애월(몽상),바다속고등어쌈밥,사려니숲길,소인국테마파크,오설록티뮤지엄,올레7돈 (올레칠돈),함덕잠수함(이고제주)",9,202304,202305,202303
아이,3,4,"아이,휴식과 치유 여행,천천히,걷기,맛집",5,,0,202304,202305,202303
아이,3,4,"아이,휴식과 치유 여행,천천히,걷기,맛집",5,"고집돌우럭(제주공항점),광치기해변,김녕해수욕장,도두동 무지개 해안도로,비자림,사계 용머리해안 (해산물),사려니숲길,섭지코지,성산일출봉(UNESCO 세계자연유산),쇠소깍,신창풍차해안도로,애월한담해안산책로,에코랜드 테마파크,이호테우해수욕장,주상절리대(중문대포해안),파르나스 호텔 제주,협재해수욕장,환상숲 곶자왈공원,황우지해안,흑돼지촌",20,202304,202305,202303
부모,6,4,"부모,천천히 걷기,가족",3,"광치기해변,도두동 무지개 해안도로,보롬왓,북촌에가면,비자림,사려니숲길,상효원,성산일출봉(UNESCO 세계자연유산),신창풍차해안도로,애월한담해안산책로,월정리해변,제주절물자연휴양림,카멜리아힐,켄싱턴리조트 서귀포,한라생태숲,협재해수욕장,환상숲곶자왈 담앙족욕,휴애리 자연생활공원",18,202304,202305,202303
친구,4,4,"친구,비대면 안심여행,한경면,안덕면,한림읍",5,,0,202304,202305,202303
커플,2,11,"커플,휴식과 치유 여행,제주여행",3,,0,202304,202305,202303
커플,2,11,"커플,휴식과 치유 여행,쇠소깍,조가비박물관,서귀포자연휴양림",5,"거문오름(UNESCO 세계자연유산),광치기해변,그리스신화박물관 / 트릭아이미술관,금능해수욕장,김녕해수욕장,김만덕객주,노을해안1014,녹산로유채꽃길,닭머르해안길,대장금촬영지(제주민속촌),돈내코,동문시장(주),메이즈랜드,박수기정,백약이오름,비자림,산굼부리,산방산 용머리해안 지질트레일,산방산유람선,산방산탄산온천,삼성혈,샤이니숲길,서귀포자연휴양림,선녀와나무꾼,섭지코지,성산일출봉(UNESCO 세계자연유산),세계조가비박물관,쇠소깍,신창풍차해안도로,싱계물 공원,아부오름,애월해안도로,오조포구,용담/용두암 해안도로,용두암해녀촌,용두암해안도로카페거리,우도(해양도립공원),월정리해변,이중섭미술관,이호테우말등대,이호테우해수욕장,정방폭포,제주관광공사 중문면세점 (내국인),제주레일바이크,제주부영호텔엔리조트,제주올레 8코스,제주허브동산,조랑말체험공원,주상절리대(중문대포해안),천지연폭포,표선해수욕장,한라산영실코스,한림공원,함덕백사장 & 서우봉,화순금모래해수욕장,휴애리 자연생활공원",56,202304,202305,202303
커플,2,4,"커플,휴식과 치유 여행,제주도여행,첫제주도",4,"더럭초등학교(구, 더럭분교),만장굴,보롬왓,사려니숲길,새연교,섭지코지,성산일출봉(UNESCO 세계자연유산),성이시돌목장,쇠소깍,애월해안도로,에코랜드 테마파크,용담/용두암 해안도로,용머리해안,용연,월정리해변,이호테우말등대,정방폭포,제주국제공항,제주김녕미로공원,천제연폭포,천지연폭포,한림공원,휴애리 자연생활공원",24,202304,202305,202303
커플,2,8,"휴식과 치유 여행,숲,오름,자연,커플",5,,0,202304,202305,202303
부모,3,7,"부모,레저와 체험,친구",3,,0,202304,202305,202303
아이,6,4,"휴식과 치유 여행,아이,부모님",3,"금호리조트제주,산방산탄산온천,섭지코지,아쿠아플라넷 제주,여미지식물원,제주국제공항,카멜리아힐",7,202304,202305,202303
아이,3,4,"아이,식도락 여행,치유,전시,쇼핑",5,메종글래드 제주,1,202304,202305,202303
아이,4,4,"아이,레저와 체험,가족,쉼",4,제주국제공항,1,202304,202305,202303
친구,10,4,"친구,제주의 문화유산,단체",3,"감귤박물관,그리스신화박물관 / 트릭아이미술관,박물관은 살아있다,성산일출봉(UNESCO 세계자연유산),스누피가든,씨오르리조트,아르떼뮤지엄,아쿠아플라넷 제주,에코랜드 테마파크,제주4.3평화공원,제주국제공항,제주민속촌,한림공원,협재해수욕장",14,202304,202308,202303
부모,8,3,"휴식,먹방,부모,레저와 체험",4,,0,202304,202305,202303
친구,10,4,"친구,제주의 문화유산,단체",3,"감귤박물관,그리스신화박물관 / 트릭아이미술관,박물관은 살아있다,성산일출봉(UNESCO 세계자연유산),스누피가든,씨오르리조트,아르떼뮤지엄,아쿠아플라넷 제주,에코랜드 테마파크,제주4.3평화공원,제주국제공항,제주민속촌,한림공원,협재해수욕장",14,202304,202308,202303
친구,10,4,"친구,제주의 문화유산,단체",3,"감귤박물관,그리스신화박물관 / 트릭아이미술관,박물관은 살아있다,성산일출봉(UNESCO 세계자연유산),스누피가든,씨오르리조트,아르떼뮤지엄,아쿠아플라넷 제주,에코랜드 테마파크,제주4.3평화공원,제주국제공항,제주민속촌,한림공원,협재해수욕장",14,202304,202308,202303
친구,10,4,"친구,제주의 문화유산,단체",3,"감귤박물관,그리스신화박물관 / 트릭아이미술관,박물관은 살아있다,성산일출봉(UNESCO 세계자연유산),스누피가든,씨오르리조트,아르떼뮤지엄,아쿠아플라넷 제주,에코랜드 테마파크,제주4.3평화공원,제주국제공항,제주민속촌,한림공원,협재해수욕장",14,202304,202308,202303
아이,4,4,"아이,제주의 문화유산,체험관광,문화유적지,테마공원",5,,0,202304,202305,202303
커플,2,4,"레저와 체험,관광,커플",3,,0,202304,202308,202303
친구,4,4,"친구,휴식과 치유 여행,힐링하기",3,"가파도 마라도 정기여객선,비자림,성산항,쇠소깍,윈드1947 카트 테마파크,화순곶자왈생태탐방숲길",6,202304,202306,202303
부모,1,3,"부모,휴식과 치유 여행,가족,행복",4,"늘봄흑돼지,대평포구,동해미락,색달식당,신라호텔제주,애월한담해안산책로,엘쯔타운펜션,여미지식물원,제주국제공항,중문색달해수욕장,천지연폭포,카멜리아힐,황우지해안",13,202304,202305,202303
친구,1,3,"친구,휴식과 치유 여행,자유",3,,0,202304,202304,202303
커플,1,2,"커플,레저와 체험,자우",3,,0,202304,202304,202303
혼자,1,2,"혼자,휴식과 치유 여행,즐거움,행복,살아있음",5,"사려니숲길,섭지코지,성산일출봉(UNESCO 세계자연유산),우도(해양도립공원),우도해녀식당,월정리해변,제주국제공항,플레이스 캠프 제주",8,202304,202304,202303
커플,2,4,"식도락 여행,커플,휴가,행복",4,"가파도 마라도 정기여객선,가파도해물짜장짬뽕,빛의 벙커,산방산,섭지코지,성산일출봉(UNESCO 세계자연유산),쇠소깍,숙성도,엉또폭포,용머리해안,제주실탄사격장,주상절리대(중문대포해안),협재해수욕장",13,202304,202306,202303
혼자,1,1,"천천히 걷기,혼자,낭만,여유",4,,0,202304,202304,202303
혼자,1,1,"레저와 체험,낭만,혼자",3,"게우지코지,섭지코지",2,202304,202304,202303
친구,2,3,"친구,천천히 걷기,숲길",3,"사려니숲길,숫모르편백나무숲길,애월한담해안산책로,제주올레 14코스,한라산영실코스",5,202304,202305,202303
혼자,1,4,"혼자,휴식과 치유 여행,한라산,우도",4,,0,202304,202305,202303
혼자,1,4,"천천히 걷기,혼자,초롱이와",3,,0,202304,202305,202303
부모,1,7,"부모,휴식과 치유 여행,친구",3,,0,202304,202306,202303
친구,3,1,"전시와 행사,미술,박물관,친구",4,,0,202304,202305,202303
아이,4,4,"아이,레저와 체험,휴식,먹방",4,,0,202304,202305,202303
친구,4,4,"친구,제주의 문화유산,식도락",3,"광치기해변,노형수퍼마켙,송악산,아르떼뮤지엄,애월한담해안산책로,애월해안도로,엉덩물계곡,용연,이호테우말등대",9,202304,202305,202303
아이,3,4,"식도락 여행,빵지순례,먹방투어,빵집투어,아이",5,,0,202304,202305,202303
부모,6,3,"휴식과 치유 여행,부모,2박3일",3,"중문수두리보말칼국수,환상숲곶자왈 담앙족욕",2,202304,202306,202303
커플,2,4,"레저와 체험,관광,커플",3,,0,202304,202305,202303
